epoch,learning_rate,backbone_frozen,epoch_time_seconds,train_loss,train_classification,train_bbox_regression,train_bbox_ctrness,mean_gradient_norm,max_gradient_norm,precision,recall,mAP50,mAP50_95
0,1e-05,False,252.09111380000832,1.6075066603147066,0.5201082446797174,0.42097178656562617,0.6664266275008198,14.663552079606152,531.494873046875,,0.30338454246520996,0.13818854093551636,0.05454481393098831
1,3.9999999999999996e-05,False,252.34501770000497,1.5369316001652706,0.4731195689695567,0.4010083306173564,0.6628037039567585,11.59475175861405,435.95611572265625,,0.3707776963710785,0.1358427107334137,0.05373125150799751
2,7e-05,False,249.94458790001227,1.5118382319747679,0.44750835465998784,0.3992879057702748,0.6650419688900473,7.916153325725664,44.327823638916016,,0.31048086285591125,0.12906749546527863,0.0455019548535347
3,0.0001,False,252.37721669999883,1.572977044804376,0.5197884285980873,0.3939991979463863,0.6591894213969891,14.908420333978135,1165.1279296875,,0.26339805126190186,0.14760088920593262,0.05630602315068245
4,9.915716843435315e-05,False,249.26898860000074,1.4815525202616024,0.42572399129269095,0.39151815122920974,0.6643103788256163,6.272832662953056,90.79557037353516,,0.2894623875617981,0.1740523725748062,0.06263269484043121
5,9.665737535551561e-05,False,236.43224309998914,1.4694362661616522,0.4183276252225343,0.3869520414937363,0.6641566041510115,6.464413099443382,67.46228790283203,,0.30417484045028687,0.1706433892250061,0.06773465871810913
6,9.258574821861591e-05,False,236.58967600000324,1.4465099978543485,0.40340622559732753,0.3798556769425087,0.663248092298083,6.127318544426427,54.57861328125,,0.3792225122451782,0.24708382785320282,0.09464886039495468
7,8.708094140242264e-05,False,238.24209109999356,1.4200278930818504,0.38362989523391494,0.37406567583682565,0.6623323205028951,5.349376642752273,31.224937438964844,,0.38247090578079224,0.22814448177814484,0.08632057905197144
8,8.033041450077321e-05,False,235.92102009999508,1.418389513907645,0.38255671831036386,0.37281409738517485,0.6630187003236068,5.771513294111862,44.039024353027344,,0.3083374500274658,0.16427114605903625,0.050318192690610886
9,7.256404861093866e-05,False,237.90730799999437,1.4129930044475354,0.3954469959745523,0.36163850460457897,0.6559075056782618,7.812080102410876,286.58441162109375,,0.32607126235961914,0.1631053239107132,0.05983128771185875
10,6.404631800856812e-05,False,235.9775617999985,1.385204070010166,0.36593740388208074,0.35847135002796465,0.6607953153158489,5.914490217139364,49.85664749145508,,0.38169926404953003,0.24311721324920654,0.07823490351438522
11,5.5067283793433455e-05,False,234.28888089999964,1.3859858397047529,0.3856317635610519,0.3454615779009908,0.6548924916668942,8.537022007139106,356.79132080078125,,0.40787753462791443,0.33932408690452576,0.12113901972770691
12,4.5932716206566554e-05,False,230.43491920000815,1.341431613393158,0.3389357937733654,0.342688307829714,0.6598075179435946,5.9662487979842584,30.102567672729492,,0.43781647086143494,0.32427847385406494,0.1251571923494339
13,3.69536819914319e-05,False,232.13428539999586,1.303987465406719,0.31951096159243875,0.3270010768401961,0.6574754278186844,5.838208884845378,22.860563278198242,,0.4142860472202301,0.2873770594596863,0.0968562439084053
14,2.8435951389061382e-05,False,239.31078840000555,1.2780919075012207,0.30656969269760226,0.31489754628073346,0.656624669246828,6.327989240406978,34.09808349609375,,0.43963247537612915,0.36783334612846375,0.1412571221590042
15,2.0669585499226815e-05,False,234.769106000007,1.2509420854359985,0.302400684248098,0.2990179730330402,0.6495234295424179,7.527155409940341,175.19569396972656,,0.4770835340023041,0.4030761122703552,0.16722026467323303
16,1.3919058597577366e-05,False,234.48696780001046,1.2217480267590357,0.27629961447435836,0.29186640136878983,0.6535820101919444,6.348303985016549,21.8804874420166,,0.47247084975242615,0.41367894411087036,0.18149887025356293
17,8.414251781384107e-06,False,233.88641700000153,1.214910233551674,0.2741190532320424,0.2873567049561242,0.653434476147779,6.463808627263737,24.449445724487305,,0.4881504774093628,0.42675289511680603,0.20255827903747559
18,4.3426246444843925e-06,False,229.42393200000515,1.187154072016357,0.25942154482067353,0.27582836416568834,0.651904163331638,6.345662684575749,29.768375396728516,,0.4846206307411194,0.4292032718658447,0.20489516854286194
19,1.8428315656468617e-06,False,238.0526397000067,1.1801619196710316,0.25605991102664577,0.2727295516232247,0.6513724619077768,6.572599683213331,34.22034454345703,,0.47492697834968567,0.43441495299339294,0.20218035578727722
