epoch,learning_rate,backbone_frozen,epoch_time_seconds,train_loss,train_classification,train_bbox_regression,train_bbox_ctrness,mean_gradient_norm,max_gradient_norm,precision,recall,mAP50,mAP50_95
0,1e-05,False,120.2384802000015,1.3131966233736108,0.4304542695945091,0.24210473515002834,0.6406376180861161,14.032273300263563,157.73202514648438,,0.6081573367118835,0.3144185245037079,0.19698908925056458
1,3.9999999999999996e-05,False,124.21187929999724,1.201044845436266,0.36288846389726104,0.20336332893082004,0.6347930580980865,11.706224420292658,218.15565490722656,,0.6213703751564026,0.32528188824653625,0.20458531379699707
2,7e-05,False,116.46294270000362,1.1559041468238058,0.33333112377869456,0.18999078064432995,0.6325822412243739,9.117493072502043,61.91194534301758,,0.6249749660491943,0.3765842616558075,0.23006680607795715
3,0.0001,False,119.89818129999912,1.152571645825498,0.3434930140914222,0.18031980205885312,0.6287588284083223,10.352422804967594,461.5258483886719,,0.648527979850769,0.398643434047699,0.23949261009693146
4,9.915716843435315e-05,False,120.24009540000407,1.109633413403623,0.31820566614388457,0.16479397046300565,0.6266337756203254,10.394637912873797,556.1094360351562,,0.6591493487358093,0.4598856270313263,0.27376478910446167
5,9.665737535551561e-05,False,123.49710740000592,1.0241209625715186,0.24843735860185584,0.14906045737174842,0.6266231476536647,8.073749945713924,17.31085205078125,,0.630008339881897,0.4632343351840973,0.2892681658267975
6,9.258574821861591e-05,False,123.46091750000778,0.9826405538238494,0.22240693651531873,0.13500817406636018,0.6252254447956317,8.566690574290782,54.135902404785156,,0.6094497442245483,0.4489763677120209,0.2743080258369446
7,8.708094140242264e-05,False,121.1726301000017,0.9252392210458454,0.17639491337573962,0.12493792800647527,0.6239063819410348,8.416803522148596,26.128870010375977,,0.6012399196624756,0.39807969331741333,0.24354712665081024
8,8.033041450077321e-05,False,120.58638410001004,0.868072075641107,0.13039871460573393,0.11525940625110136,0.6224139547541074,8.540803237482605,23.359516143798828,,0.5446686148643494,0.42420056462287903,0.255999892950058
9,7.256404861093866e-05,False,117.50511720000941,0.821292525119627,0.09279409798638903,0.10619065262045455,0.6223077735437555,8.716581255800811,29.437671661376953,,0.5727959275245667,0.40890568494796753,0.2625744640827179
10,6.404631800856812e-05,False,119.16056869999738,0.781384228212148,0.06259460317306523,0.09762457841140056,0.6211650460837823,8.54417445785121,66.60614013671875,,0.5331787467002869,0.42955514788627625,0.2713712155818939
11,5.5067283793433455e-05,False,119.33473450000747,0.7429875109178817,0.038672439081439754,0.08717662194057514,0.6171384506862656,8.247376461260714,40.96608352661133,,0.4566095471382141,0.383260577917099,0.24593214690685272
12,4.5932716206566554e-05,False,120.7425501000107,0.7114666117815233,0.0183659982256005,0.07691319083214289,0.6161874223817215,8.151152413866297,30.332958221435547,,0.46304580569267273,0.4171666204929352,0.26340168714523315
13,3.69536819914319e-05,False,119.50040590000572,0.6926532816775766,0.009405450890303084,0.06735426384337277,0.6158935666566918,8.915310245776466,14.56071949005127,,0.4449474513530731,0.40485164523124695,0.2565789520740509
14,2.8435951389061382e-05,False,120.70729959999153,0.6809306909680849,0.005533398510827537,0.057889051976715504,0.617508242004796,8.847487986329114,14.996699333190918,,0.4054177403450012,0.3941868543624878,0.2530001699924469
15,2.0669585499226815e-05,False,117.89256279999972,0.669395061639639,0.0024342227142211334,0.04971323591404357,0.6172476039241682,9.250251322140095,10.290143013000488,,0.4010700583457947,0.38104283809661865,0.247867614030838
16,1.3919058597577366e-05,False,120.60750779999944,0.6602486253749986,0.0013946084870885788,0.041797249378101066,0.6170567669849164,9.663395927985187,10.48659896850586,,0.3972964286804199,0.3893308937549591,0.2523161768913269
17,8.414251781384107e-06,False,117.44437690000632,0.6528659665632827,0.0009479809737187407,0.03521960040531781,0.6166983838023444,9.801212237431454,10.288500785827637,,0.3818053901195526,0.3842558264732361,0.24855715036392212
18,4.3426246444843925e-06,False,117.69813420000719,0.6477052330488136,0.0007408248998714552,0.030539269427116583,0.6164251372881746,9.668026534169309,10.857114791870117,,0.37489041686058044,0.3812378942966461,0.24522534012794495
19,1.8428315656468617e-06,False,119.80241739998746,0.6444096830692368,0.0006700595751353536,0.027259301884393943,0.616480321777977,9.882119754065386,10.281978607177734,,0.37462228536605835,0.37862250208854675,0.24585360288619995
