experiment_id,model,architecture,imgsz,precision,recall,recall_semantics,mAP50,mAP50_95,best_epoch,training_time_seconds,small_object_recall,best_checkpoint,mlflow_run_id,parameter_count,model_size_mb,inference_latency_ms,inference_latency_mean_ms,inference_latency_std_ms,benchmark_device,benchmark_batch_size,benchmark_image_count,warmup_runs,profiling_status,profiling_error
E0_yolo26n_640_baseline,YOLO26n,one-stage,640,0.44538384308111884,0.47869697510688436,Ultralytics box Recall,0.4311744178197623,0.2641114823623007,18,,,C:\Users\Eclipse\PycharmProjects\Dental-Xray-Pathology-Detection\artifacts\baseline\yolo26n_640_seed42\weights\best.pt,,2505360,5.117253303527832,50.23629999777768,74.11876666446915,59.18943332150112,cuda:0,1,12,3,OK,
E1_ssd300,SSD300 VGG16,one-stage,300,,0.3456814885139465,TorchMetrics mAR@100,0.2750239670276642,0.1371500939130783,10,2222.4900444002124,,C:\Users\Eclipse\PycharmProjects\Dental-Xray-Pathology-Detection\artifacts\experiments\ssd300_seed42\best.pth,,24146894,184.11919689178467,69.76189999841154,70.99872499869282,5.986488213282608,cuda:0,1,12,3,OK,
E2_fcos_640,FCOS ResNet50 FPN,one-stage anchor-free,640,,0.645373523235321,TorchMetrics mAR@100,0.4438188374042511,0.27638527750968933,5,4506.932136099669,,C:\Users\Eclipse\PycharmProjects\Dental-Xray-Pathology-Detection\artifacts\experiments\fcos_seed42\best.pth,,32124490,244.35640144348145,143.27260000573006,165.63697500168928,50.708008781269456,cuda:0,1,12,3,OK,
E3_fasterrcnn_640,Faster R-CNN ResNet50 FPN,two-stage,640,,0.4756173193454742,TorchMetrics mAR@100,0.4721307158470154,0.2729877829551697,13,5091.598720899996,,C:\Users\Eclipse\PycharmProjects\Dental-Xray-Pathology-Detection\artifacts\experiments\fasterrcnn_seed42\best.pth,,41367656,314.86645698547363,149.58359999582171,152.78315833469,13.018801571661076,cuda:0,1,12,3,OK,
E4_detr_640,DETR ResNet50,transformer,640,,0.3724078834056854,TorchMetrics mAR@100,0.3070712387561798,0.15549175441265106,18,6558.1904004998505,,C:\Users\Eclipse\PycharmProjects\Dental-Xray-Pathology-Detection\artifacts\experiments\detr_seed42\best,,41502409,158.7869415283203,154.05670000473037,159.1615333321291,11.923085503715225,cuda:0,1,12,3,OK,
